31 	28 	30 	29 	26 	27 	25 	24 	39 	36 	38 	37 	34 	35 	33 	32 	23 	20 	22 	21 	18 	19 	17 	16 	47 	44 	46 	45 	42 	43 	41 	40 	7 	4 	6 	5 	2 	3 	1 	0 	63 	60 	62 	61 	58 	59 	57 	56 	15 	12 	14 	13 	10 	11 	9 	8 	55 	52 	54 	53 	50 	51 	49 	48 	
31 	28 	30 	29 	26 	27 	25 	24 	39 	36 	38 	37 	34 	35 	33 	32 	7 	4 	6 	5 	2 	3 	1 	0 	47 	44 	46 	45 	42 	43 	41 	40 	23 	20 	22 	21 	18 	19 	17 	16 	63 	60 	62 	61 	58 	59 	57 	56 	15 	12 	14 	13 	10 	11 	9 	8 	55 	52 	54 	53 	50 	51 	49 	48 	
31 	28 	30 	29 	26 	27 	25 	24 	39 	36 	38 	37 	34 	35 	33 	32 	7 	4 	6 	5 	2 	3 	1 	0 	63 	60 	62 	61 	58 	59 	57 	56 	23 	20 	22 	21 	18 	19 	17 	16 	47 	44 	46 	45 	42 	43 	41 	40 	15 	12 	14 	13 	10 	11 	9 	8 	55 	52 	54 	53 	50 	51 	49 	48 	
47 	44 	46 	45 	40 	43 	41 	42 	39 	36 	38 	37 	32 	35 	33 	34 	55 	52 	54 	53 	48 	51 	49 	50 	63 	60 	62 	61 	56 	59 	57 	58 	23 	20 	22 	21 	16 	19 	17 	18 	31 	28 	30 	29 	24 	27 	25 	26 	15 	12 	14 	13 	8 	11 	9 	10 	7 	4 	6 	5 	0 	3 	1 	2 	
47 	44 	46 	45 	40 	43 	41 	42 	39 	36 	38 	37 	32 	35 	33 	34 	55 	52 	54 	53 	48 	51 	49 	50 	63 	60 	62 	61 	56 	59 	57 	58 	7 	4 	6 	5 	0 	3 	1 	2 	31 	28 	30 	29 	24 	27 	25 	26 	15 	12 	14 	13 	8 	11 	9 	10 	23 	20 	22 	21 	16 	19 	17 	18 	
63 	60 	62 	61 	56 	59 	57 	58 	39 	36 	38 	37 	32 	35 	33 	34 	55 	52 	54 	53 	48 	51 	49 	50 	47 	44 	46 	45 	40 	43 	41 	42 	7 	4 	6 	5 	0 	3 	1 	2 	31 	28 	30 	29 	24 	27 	25 	26 	15 	12 	14 	13 	8 	11 	9 	10 	23 	20 	22 	21 	16 	19 	17 	18 	
47 	44 	46 	45 	40 	43 	41 	42 	39 	36 	38 	37 	32 	35 	33 	34 	23 	20 	22 	21 	16 	19 	17 	18 	31 	28 	30 	29 	24 	27 	25 	26 	55 	52 	54 	53 	48 	51 	49 	50 	63 	60 	62 	61 	56 	59 	57 	58 	15 	12 	14 	13 	8 	11 	9 	10 	7 	4 	6 	5 	0 	3 	1 	2 	
47 	44 	46 	45 	40 	43 	41 	42 	39 	36 	38 	37 	32 	35 	33 	34 	7 	4 	6 	5 	0 	3 	1 	2 	31 	28 	30 	29 	24 	27 	25 	26 	55 	52 	54 	53 	48 	51 	49 	50 	63 	60 	62 	61 	56 	59 	57 	58 	15 	12 	14 	13 	8 	11 	9 	10 	23 	20 	22 	21 	16 	19 	17 	18 	
63 	60 	62 	61 	56 	59 	57 	58 	39 	36 	38 	37 	32 	35 	33 	34 	7 	4 	6 	5 	0 	3 	1 	2 	31 	28 	30 	29 	24 	27 	25 	26 	55 	52 	54 	53 	48 	51 	49 	50 	47 	44 	46 	45 	40 	43 	41 	42 	15 	12 	14 	13 	8 	11 	9 	10 	23 	20 	22 	21 	16 	19 	17 	18 	
31 	28 	30 	29 	24 	27 	25 	26 	39 	36 	38 	37 	32 	35 	33 	34 	23 	20 	22 	21 	16 	19 	17 	18 	47 	44 	46 	45 	40 	43 	41 	42 	7 	4 	6 	5 	0 	3 	1 	2 	63 	60 	62 	61 	56 	59 	57 	58 	15 	12 	14 	13 	8 	11 	9 	10 	55 	52 	54 	53 	48 	51 	49 	50 	
31 	28 	30 	29 	24 	27 	25 	26 	39 	36 	38 	37 	32 	35 	33 	34 	7 	4 	6 	5 	0 	3 	1 	2 	47 	44 	46 	45 	40 	43 	41 	42 	23 	20 	22 	21 	16 	19 	17 	18 	63 	60 	62 	61 	56 	59 	57 	58 	15 	12 	14 	13 	8 	11 	9 	10 	55 	52 	54 	53 	48 	51 	49 	50 	
31 	28 	30 	29 	24 	27 	25 	26 	39 	36 	38 	37 	32 	35 	33 	34 	7 	4 	6 	5 	0 	3 	1 	2 	63 	60 	62 	61 	56 	59 	57 	58 	23 	20 	22 	21 	16 	19 	17 	18 	47 	44 	46 	45 	40 	43 	41 	42 	15 	12 	14 	13 	8 	11 	9 	10 	55 	52 	54 	53 	48 	51 	49 	50 	
41 	40 	46 	47 	42 	43 	45 	44 	33 	32 	38 	39 	34 	35 	37 	36 	49 	48 	54 	55 	50 	51 	53 	52 	57 	56 	62 	63 	58 	59 	61 	60 	17 	16 	22 	23 	18 	19 	21 	20 	25 	24 	30 	31 	26 	27 	29 	28 	9 	8 	14 	15 	10 	11 	13 	12 	1 	0 	6 	7 	2 	3 	5 	4 	
41 	40 	46 	47 	42 	43 	45 	44 	33 	32 	38 	39 	34 	35 	37 	36 	49 	48 	54 	55 	50 	51 	53 	52 	57 	56 	62 	63 	58 	59 	61 	60 	1 	0 	6 	7 	2 	3 	5 	4 	25 	24 	30 	31 	26 	27 	29 	28 	9 	8 	14 	15 	10 	11 	13 	12 	17 	16 	22 	23 	18 	19 	21 	20 	
57 	56 	62 	63 	58 	59 	61 	60 	33 	32 	38 	39 	34 	35 	37 	36 	49 	48 	54 	55 	50 	51 	53 	52 	41 	40 	46 	47 	42 	43 	45 	44 	1 	0 	6 	7 	2 	3 	5 	4 	25 	24 	30 	31 	26 	27 	29 	28 	9 	8 	14 	15 	10 	11 	13 	12 	17 	16 	22 	23 	18 	19 	21 	20 	
41 	40 	46 	47 	42 	43 	45 	44 	33 	32 	38 	39 	34 	35 	37 	36 	17 	16 	22 	23 	18 	19 	21 	20 	25 	24 	30 	31 	26 	27 	29 	28 	49 	48 	54 	55 	50 	51 	53 	52 	57 	56 	62 	63 	58 	59 	61 	60 	9 	8 	14 	15 	10 	11 	13 	12 	1 	0 	6 	7 	2 	3 	5 	4 	
41 	40 	46 	47 	42 	43 	45 	44 	33 	32 	38 	39 	34 	35 	37 	36 	1 	0 	6 	7 	2 	3 	5 	4 	25 	24 	30 	31 	26 	27 	29 	28 	49 	48 	54 	55 	50 	51 	53 	52 	57 	56 	62 	63 	58 	59 	61 	60 	9 	8 	14 	15 	10 	11 	13 	12 	17 	16 	22 	23 	18 	19 	21 	20 	
57 	56 	62 	63 	58 	59 	61 	60 	33 	32 	38 	39 	34 	35 	37 	36 	1 	0 	6 	7 	2 	3 	5 	4 	25 	24 	30 	31 	26 	27 	29 	28 	49 	48 	54 	55 	50 	51 	53 	52 	41 	40 	46 	47 	42 	43 	45 	44 	9 	8 	14 	15 	10 	11 	13 	12 	17 	16 	22 	23 	18 	19 	21 	20 	
25 	24 	30 	31 	26 	27 	29 	28 	33 	32 	38 	39 	34 	35 	37 	36 	17 	16 	22 	23 	18 	19 	21 	20 	41 	40 	46 	47 	42 	43 	45 	44 	1 	0 	6 	7 	2 	3 	5 	4 	57 	56 	62 	63 	58 	59 	61 	60 	9 	8 	14 	15 	10 	11 	13 	12 	49 	48 	54 	55 	50 	51 	53 	52 	
25 	24 	30 	31 	26 	27 	29 	28 	33 	32 	38 	39 	34 	35 	37 	36 	1 	0 	6 	7 	2 	3 	5 	4 	41 	40 	46 	47 	42 	43 	45 	44 	17 	16 	22 	23 	18 	19 	21 	20 	57 	56 	62 	63 	58 	59 	61 	60 	9 	8 	14 	15 	10 	11 	13 	12 	49 	48 	54 	55 	50 	51 	53 	52 	
25 	24 	30 	31 	26 	27 	29 	28 	33 	32 	38 	39 	34 	35 	37 	36 	1 	0 	6 	7 	2 	3 	5 	4 	57 	56 	62 	63 	58 	59 	61 	60 	17 	16 	22 	23 	18 	19 	21 	20 	41 	40 	46 	47 	42 	43 	45 	44 	9 	8 	14 	15 	10 	11 	13 	12 	49 	48 	54 	55 	50 	51 	53 	52 	
41 	40 	46 	45 	42 	43 	47 	44 	33 	32 	38 	37 	34 	35 	39 	36 	49 	48 	54 	53 	50 	51 	55 	52 	57 	56 	62 	61 	58 	59 	63 	60 	17 	16 	22 	21 	18 	19 	23 	20 	25 	24 	30 	29 	26 	27 	31 	28 	9 	8 	14 	13 	10 	11 	15 	12 	1 	0 	6 	5 	2 	3 	7 	4 	
41 	40 	46 	45 	42 	43 	47 	44 	33 	32 	38 	37 	34 	35 	39 	36 	49 	48 	54 	53 	50 	51 	55 	52 	57 	56 	62 	61 	58 	59 	63 	60 	1 	0 	6 	5 	2 	3 	7 	4 	25 	24 	30 	29 	26 	27 	31 	28 	9 	8 	14 	13 	10 	11 	15 	12 	17 	16 	22 	21 	18 	19 	23 	20 	
57 	56 	62 	61 	58 	59 	63 	60 	33 	32 	38 	37 	34 	35 	39 	36 	49 	48 	54 	53 	50 	51 	55 	52 	41 	40 	46 	45 	42 	43 	47 	44 	1 	0 	6 	5 	2 	3 	7 	4 	25 	24 	30 	29 	26 	27 	31 	28 	9 	8 	14 	13 	10 	11 	15 	12 	17 	16 	22 	21 	18 	19 	23 	20 	
41 	40 	46 	45 	42 	43 	47 	44 	33 	32 	38 	37 	34 	35 	39 	36 	17 	16 	22 	21 	18 	19 	23 	20 	25 	24 	30 	29 	26 	27 	31 	28 	49 	48 	54 	53 	50 	51 	55 	52 	57 	56 	62 	61 	58 	59 	63 	60 	9 	8 	14 	13 	10 	11 	15 	12 	1 	0 	6 	5 	2 	3 	7 	4 	
41 	40 	46 	45 	42 	43 	47 	44 	33 	32 	38 	37 	34 	35 	39 	36 	1 	0 	6 	5 	2 	3 	7 	4 	25 	24 	30 	29 	26 	27 	31 	28 	49 	48 	54 	53 	50 	51 	55 	52 	57 	56 	62 	61 	58 	59 	63 	60 	9 	8 	14 	13 	10 	11 	15 	12 	17 	16 	22 	21 	18 	19 	23 	20 	
57 	56 	62 	61 	58 	59 	63 	60 	33 	32 	38 	37 	34 	35 	39 	36 	1 	0 	6 	5 	2 	3 	7 	4 	25 	24 	30 	29 	26 	27 	31 	28 	49 	48 	54 	53 	50 	51 	55 	52 	41 	40 	46 	45 	42 	43 	47 	44 	9 	8 	14 	13 	10 	11 	15 	12 	17 	16 	22 	21 	18 	19 	23 	20 	
25 	24 	30 	29 	26 	27 	31 	28 	33 	32 	38 	37 	34 	35 	39 	36 	17 	16 	22 	21 	18 	19 	23 	20 	41 	40 	46 	45 	42 	43 	47 	44 	1 	0 	6 	5 	2 	3 	7 	4 	57 	56 	62 	61 	58 	59 	63 	60 	9 	8 	14 	13 	10 	11 	15 	12 	49 	48 	54 	53 	50 	51 	55 	52 	
25 	24 	30 	29 	26 	27 	31 	28 	33 	32 	38 	37 	34 	35 	39 	36 	1 	0 	6 	5 	2 	3 	7 	4 	41 	40 	46 	45 	42 	43 	47 	44 	17 	16 	22 	21 	18 	19 	23 	20 	57 	56 	62 	61 	58 	59 	63 	60 	9 	8 	14 	13 	10 	11 	15 	12 	49 	48 	54 	53 	50 	51 	55 	52 	
25 	24 	30 	29 	26 	27 	31 	28 	33 	32 	38 	37 	34 	35 	39 	36 	1 	0 	6 	5 	2 	3 	7 	4 	57 	56 	62 	61 	58 	59 	63 	60 	17 	16 	22 	21 	18 	19 	23 	20 	41 	40 	46 	45 	42 	43 	47 	44 	9 	8 	14 	13 	10 	11 	15 	12 	49 	48 	54 	53 	50 	51 	55 	52 	
41 	42 	46 	45 	40 	43 	47 	44 	33 	34 	38 	37 	32 	35 	39 	36 	49 	50 	54 	53 	48 	51 	55 	52 	57 	58 	62 	61 	56 	59 	63 	60 	17 	18 	22 	21 	16 	19 	23 	20 	25 	26 	30 	29 	24 	27 	31 	28 	9 	10 	14 	13 	8 	11 	15 	12 	1 	2 	6 	5 	0 	3 	7 	4 	
41 	42 	46 	45 	40 	43 	47 	44 	33 	34 	38 	37 	32 	35 	39 	36 	49 	50 	54 	53 	48 	51 	55 	52 	57 	58 	62 	61 	56 	59 	63 	60 	1 	2 	6 	5 	0 	3 	7 	4 	25 	26 	30 	29 	24 	27 	31 	28 	9 	10 	14 	13 	8 	11 	15 	12 	17 	18 	22 	21 	16 	19 	23 	20 	
57 	58 	62 	61 	56 	59 	63 	60 	33 	34 	38 	37 	32 	35 	39 	36 	49 	50 	54 	53 	48 	51 	55 	52 	41 	42 	46 	45 	40 	43 	47 	44 	1 	2 	6 	5 	0 	3 	7 	4 	25 	26 	30 	29 	24 	27 	31 	28 	9 	10 	14 	13 	8 	11 	15 	12 	17 	18 	22 	21 	16 	19 	23 	20 	
41 	42 	46 	45 	40 	43 	47 	44 	33 	34 	38 	37 	32 	35 	39 	36 	17 	18 	22 	21 	16 	19 	23 	20 	25 	26 	30 	29 	24 	27 	31 	28 	49 	50 	54 	53 	48 	51 	55 	52 	57 	58 	62 	61 	56 	59 	63 	60 	9 	10 	14 	13 	8 	11 	15 	12 	1 	2 	6 	5 	0 	3 	7 	4 	
41 	42 	46 	45 	40 	43 	47 	44 	33 	34 	38 	37 	32 	35 	39 	36 	1 	2 	6 	5 	0 	3 	7 	4 	25 	26 	30 	29 	24 	27 	31 	28 	49 	50 	54 	53 	48 	51 	55 	52 	57 	58 	62 	61 	56 	59 	63 	60 	9 	10 	14 	13 	8 	11 	15 	12 	17 	18 	22 	21 	16 	19 	23 	20 	
57 	58 	62 	61 	56 	59 	63 	60 	33 	34 	38 	37 	32 	35 	39 	36 	1 	2 	6 	5 	0 	3 	7 	4 	25 	26 	30 	29 	24 	27 	31 	28 	49 	50 	54 	53 	48 	51 	55 	52 	41 	42 	46 	45 	40 	43 	47 	44 	9 	10 	14 	13 	8 	11 	15 	12 	17 	18 	22 	21 	16 	19 	23 	20 	
25 	26 	30 	29 	24 	27 	31 	28 	33 	34 	38 	37 	32 	35 	39 	36 	17 	18 	22 	21 	16 	19 	23 	20 	41 	42 	46 	45 	40 	43 	47 	44 	1 	2 	6 	5 	0 	3 	7 	4 	57 	58 	62 	61 	56 	59 	63 	60 	9 	10 	14 	13 	8 	11 	15 	12 	49 	50 	54 	53 	48 	51 	55 	52 	
25 	26 	30 	29 	24 	27 	31 	28 	33 	34 	38 	37 	32 	35 	39 	36 	1 	2 	6 	5 	0 	3 	7 	4 	41 	42 	46 	45 	40 	43 	47 	44 	17 	18 	22 	21 	16 	19 	23 	20 	57 	58 	62 	61 	56 	59 	63 	60 	9 	10 	14 	13 	8 	11 	15 	12 	49 	50 	54 	53 	48 	51 	55 	52 	
25 	26 	30 	29 	24 	27 	31 	28 	33 	34 	38 	37 	32 	35 	39 	36 	1 	2 	6 	5 	0 	3 	7 	4 	57 	58 	62 	61 	56 	59 	63 	60 	17 	18 	22 	21 	16 	19 	23 	20 	41 	42 	46 	45 	40 	43 	47 	44 	9 	10 	14 	13 	8 	11 	15 	12 	49 	50 	54 	53 	48 	51 	55 	52 	
47 	40 	46 	41 	44 	43 	45 	42 	39 	32 	38 	33 	36 	35 	37 	34 	55 	48 	54 	49 	52 	51 	53 	50 	63 	56 	62 	57 	60 	59 	61 	58 	23 	16 	22 	17 	20 	19 	21 	18 	31 	24 	30 	25 	28 	27 	29 	26 	15 	8 	14 	9 	12 	11 	13 	10 	7 	0 	6 	1 	4 	3 	5 	2 	
47 	40 	46 	41 	44 	43 	45 	42 	39 	32 	38 	33 	36 	35 	37 	34 	55 	48 	54 	49 	52 	51 	53 	50 	63 	56 	62 	57 	60 	59 	61 	58 	7 	0 	6 	1 	4 	3 	5 	2 	31 	24 	30 	25 	28 	27 	29 	26 	15 	8 	14 	9 	12 	11 	13 	10 	23 	16 	22 	17 	20 	19 	21 	18 	
63 	56 	62 	57 	60 	59 	61 	58 	39 	32 	38 	33 	36 	35 	37 	34 	55 	48 	54 	49 	52 	51 	53 	50 	47 	40 	46 	41 	44 	43 	45 	42 	7 	0 	6 	1 	4 	3 	5 	2 	31 	24 	30 	25 	28 	27 	29 	26 	15 	8 	14 	9 	12 	11 	13 	10 	23 	16 	22 	17 	20 	19 	21 	18 	
47 	40 	46 	41 	44 	43 	45 	42 	39 	32 	38 	33 	36 	35 	37 	34 	23 	16 	22 	17 	20 	19 	21 	18 	31 	24 	30 	25 	28 	27 	29 	26 	55 	48 	54 	49 	52 	51 	53 	50 	63 	56 	62 	57 	60 	59 	61 	58 	15 	8 	14 	9 	12 	11 	13 	10 	7 	0 	6 	1 	4 	3 	5 	2 	
47 	40 	46 	41 	44 	43 	45 	42 	39 	32 	38 	33 	36 	35 	37 	34 	7 	0 	6 	1 	4 	3 	5 	2 	31 	24 	30 	25 	28 	27 	29 	26 	55 	48 	54 	49 	52 	51 	53 	50 	63 	56 	62 	57 	60 	59 	61 	58 	15 	8 	14 	9 	12 	11 	13 	10 	23 	16 	22 	17 	20 	19 	21 	18 	
63 	56 	62 	57 	60 	59 	61 	58 	39 	32 	38 	33 	36 	35 	37 	34 	7 	0 	6 	1 	4 	3 	5 	2 	31 	24 	30 	25 	28 	27 	29 	26 	55 	48 	54 	49 	52 	51 	53 	50 	47 	40 	46 	41 	44 	43 	45 	42 	15 	8 	14 	9 	12 	11 	13 	10 	23 	16 	22 	17 	20 	19 	21 	18 	
31 	24 	30 	25 	28 	27 	29 	26 	39 	32 	38 	33 	36 	35 	37 	34 	23 	16 	22 	17 	20 	19 	21 	18 	47 	40 	46 	41 	44 	43 	45 	42 	7 	0 	6 	1 	4 	3 	5 	2 	63 	56 	62 	57 	60 	59 	61 	58 	15 	8 	14 	9 	12 	11 	13 	10 	55 	48 	54 	49 	52 	51 	53 	50 	
31 	24 	30 	25 	28 	27 	29 	26 	39 	32 	38 	33 	36 	35 	37 	34 	7 	0 	6 	1 	4 	3 	5 	2 	47 	40 	46 	41 	44 	43 	45 	42 	23 	16 	22 	17 	20 	19 	21 	18 	63 	56 	62 	57 	60 	59 	61 	58 	15 	8 	14 	9 	12 	11 	13 	10 	55 	48 	54 	49 	52 	51 	53 	50 	
31 	24 	30 	25 	28 	27 	29 	26 	39 	32 	38 	33 	36 	35 	37 	34 	7 	0 	6 	1 	4 	3 	5 	2 	63 	56 	62 	57 	60 	59 	61 	58 	23 	16 	22 	17 	20 	19 	21 	18 	47 	40 	46 	41 	44 	43 	45 	42 	15 	8 	14 	9 	12 	11 	13 	10 	55 	48 	54 	49 	52 	51 	53 	50 	
45 	40 	46 	41 	44 	43 	47 	42 	37 	32 	38 	33 	36 	35 	39 	34 	53 	48 	54 	49 	52 	51 	55 	50 	61 	56 	62 	57 	60 	59 	63 	58 	21 	16 	22 	17 	20 	19 	23 	18 	29 	24 	30 	25 	28 	27 	31 	26 	13 	8 	14 	9 	12 	11 	15 	10 	5 	0 	6 	1 	4 	3 	7 	2 	
45 	40 	46 	41 	44 	43 	47 	42 	37 	32 	38 	33 	36 	35 	39 	34 	53 	48 	54 	49 	52 	51 	55 	50 	61 	56 	62 	57 	60 	59 	63 	58 	5 	0 	6 	1 	4 	3 	7 	2 	29 	24 	30 	25 	28 	27 	31 	26 	13 	8 	14 	9 	12 	11 	15 	10 	21 	16 	22 	17 	20 	19 	23 	18 	
61 	56 	62 	57 	60 	59 	63 	58 	37 	32 	38 	33 	36 	35 	39 	34 	53 	48 	54 	49 	52 	51 	55 	50 	45 	40 	46 	41 	44 	43 	47 	42 	5 	0 	6 	1 	4 	3 	7 	2 	29 	24 	30 	25 	28 	27 	31 	26 	13 	8 	14 	9 	12 	11 	15 	10 	21 	16 	22 	17 	20 	19 	23 	18 	
45 	40 	46 	41 	44 	43 	47 	42 	37 	32 	38 	33 	36 	35 	39 	34 	21 	16 	22 	17 	20 	19 	23 	18 	29 	24 	30 	25 	28 	27 	31 	26 	53 	48 	54 	49 	52 	51 	55 	50 	61 	56 	62 	57 	60 	59 	63 	58 	13 	8 	14 	9 	12 	11 	15 	10 	5 	0 	6 	1 	4 	3 	7 	2 	
45 	40 	46 	41 	44 	43 	47 	42 	37 	32 	38 	33 	36 	35 	39 	34 	5 	0 	6 	1 	4 	3 	7 	2 	29 	24 	30 	25 	28 	27 	31 	26 	53 	48 	54 	49 	52 	51 	55 	50 	61 	56 	62 	57 	60 	59 	63 	58 	13 	8 	14 	9 	12 	11 	15 	10 	21 	16 	22 	17 	20 	19 	23 	18 	
61 	56 	62 	57 	60 	59 	63 	58 	37 	32 	38 	33 	36 	35 	39 	34 	5 	0 	6 	1 	4 	3 	7 	2 	29 	24 	30 	25 	28 	27 	31 	26 	53 	48 	54 	49 	52 	51 	55 	50 	45 	40 	46 	41 	44 	43 	47 	42 	13 	8 	14 	9 	12 	11 	15 	10 	21 	16 	22 	17 	20 	19 	23 	18 	
29 	24 	30 	25 	28 	27 	31 	26 	37 	32 	38 	33 	36 	35 	39 	34 	21 	16 	22 	17 	20 	19 	23 	18 	45 	40 	46 	41 	44 	43 	47 	42 	5 	0 	6 	1 	4 	3 	7 	2 	61 	56 	62 	57 	60 	59 	63 	58 	13 	8 	14 	9 	12 	11 	15 	10 	53 	48 	54 	49 	52 	51 	55 	50 	
29 	24 	30 	25 	28 	27 	31 	26 	37 	32 	38 	33 	36 	35 	39 	34 	5 	0 	6 	1 	4 	3 	7 	2 	45 	40 	46 	41 	44 	43 	47 	42 	21 	16 	22 	17 	20 	19 	23 	18 	61 	56 	62 	57 	60 	59 	63 	58 	13 	8 	14 	9 	12 	11 	15 	10 	53 	48 	54 	49 	52 	51 	55 	50 	
29 	24 	30 	25 	28 	27 	31 	26 	37 	32 	38 	33 	36 	35 	39 	34 	5 	0 	6 	1 	4 	3 	7 	2 	61 	56 	62 	57 	60 	59 	63 	58 	21 	16 	22 	17 	20 	19 	23 	18 	45 	40 	46 	41 	44 	43 	47 	42 	13 	8 	14 	9 	12 	11 	15 	10 	53 	48 	54 	49 	52 	51 	55 	50 	
